player,position,team,age,club,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90
Toby Alderweireld,DF,Belgium,33-284,Antwerp,1989,3,3,270,3.0,0,1,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33,0.0,0.0,0.3,0.3,0.00,0.11,0.11,0.00,0.11
Trent Alexander-Arnold,DF,England,24-065,Liverpool,1998,1,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Tyler Adams,MF,United States,23-300,Leeds United,1999,4,4,360,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.5,0.01,0.11,0.12,0.01,0.12
Unai Simón,GK,Spain,25-183,Athletic Club,1997,4,4,390,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Uriel Antuna,FW,Mexico,25-112,Cruz Azul,1997,3,0,77,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.18,0.02,0.20,0.18,0.20
Vanja Milinković-Savić,GK,Serbia,25-294,Torino,1997,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Victor Nelsson,DF,Denmark,24-058,Galatasaray,1998,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Vincent Aboubakar,FW,Cameroon,30-323,Al-Nassr,1992,3,1,142,1.6,2,1,2,0,0,2,1,1.27,0.63,1.90,1.27,1.90,0.6,0.6,0.6,1.2,0.37,0.39,0.76,0.37,0.76
Vincent Janssen,FW,Netherlands,28-179,Antwerp,1994,2,1,86,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.09,0.04,0.13,0.09,0.13
Vinicius Júnior,FW,Brazil,22-152,Real Madrid,2000,4,4,299,3.3,1,2,1,0,0,0,0,0.30,0.60,0.90,0.30,0.90,1.0,1.0,0.7,1.7,0.30,0.20,0.50,0.30,0.50
Virgil van Dijk,DF,Netherlands,31-156,Liverpool,1991,5,5,480,5.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.04,0.03,0.07,0.04,0.07
Vitinha,MF,Portugal,22-301,Paris S-G,2000,3,1,120,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.03,0.08,0.05,0.08
Wahbi Khazri,FW,Tunisia,31-306,Montpellier,1991,2,1,83,0.9,1,0,1,0,0,0,0,1.08,0.00,1.08,1.08,1.08,0.4,0.4,0.0,0.4,0.47,0.00,0.47,0.47,0.47
Wajdi Kechrida,DF,Tunisia,27-036,Atromitos,1995,3,1,111,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.08,0.08,0.00,0.08
Walid Cheddira,FW,Morocco,24-323,Bari,1998,2,0,64,0.7,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,1.24,0.00,1.24,1.24,1.24
Walker Zimmerman,DF,United States,29-206,Nashville,1993,4,3,279,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02
Wataru Endo,MF,Japan,29-305,Stuttgart,1993,4,3,304,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.6,0.06,0.15,0.21,0.06,0.21
Wayne Hennessey,GK,Wales,35-321,Nott'ham Forest,1987,2,2,175,1.9,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Weston McKennie,MF,United States,24-105,Juventus,1998,4,4,271,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.13,0.13,0.27,0.13,0.27
William Carvalho,MF,Portugal,30-248,Betis,1992,4,2,215,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03
William Saliba,DF,France,21-262,Arsenal,2001,1,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.11,0.11,0.00,0.11
Wojciech Szczęsny,GK,Poland,32-237,Juventus,1990,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Wout Weghorst,FW,Netherlands,30-126,Beşiktaş,1992,4,0,64,0.7,2,0,2,0,0,1,0,2.81,0.00,2.81,2.81,2.81,0.2,0.2,0.0,0.2,0.52,0.08,0.60,0.52,0.60
Wéverton,GK,Brazil,34-363,Palmeiras,1987,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Xavi Simons,FW,Netherlands,19-234,PSV Eindhoven,2003,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Xherdan Shaqiri,FW,Switzerland,31-062,Chicago Fire,1991,3,3,229,2.5,1,1,1,0,0,0,0,0.39,0.39,0.79,0.39,0.79,0.3,0.3,0.9,1.2,0.12,0.35,0.47,0.12,0.47
Yahya Attiat Allah,DF,Morocco,27-284,Wydad Casablanca,1995,4,1,183,2.0,0,1,0,0,0,0,0,0.00,0.49,0.49,0.00,0.49,0.1,0.1,1.1,1.2,0.05,0.65,0.70,0.05,0.70
Yahya Jabrane,MF,Morocco,31-176,Wydad Casablanca,1991,2,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
Yann Sommer,GK,Switzerland,33-359,M'Gladbach,1988,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Yannick Carrasco,FW,Belgium,29-098,Atlético Madrid,1993,2,2,116,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.22,0.00,0.22,0.22,0.22
Yasser Al-Shahrani,DF,Saudi Arabia,30-200,Al-Hilal,1992,1,1,89,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Yassine Bounou,GK,Morocco,31-250,Sevilla,1991,4,4,390,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Yassine Meriah,DF,Tunisia,29-162,Espérance de Tunis,1993,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.01,0.04,0.02,0.04
Yeltsin Tejeda,MF,Costa Rica,30-269,Club Sport Herediano,1992,3,3,269,3.0,1,1,1,0,0,0,0,0.33,0.33,0.67,0.33,0.67,0.4,0.4,0.1,0.5,0.14,0.02,0.17,0.14,0.17
Youri Tielemans,MF,Belgium,25-218,Leicester City,1997,3,1,95,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.07,0.07,0.00,0.07
Youssef En-Nesyri,FW,Morocco,25-193,Sevilla,1997,5,5,387,4.3,2,0,2,0,0,0,0,0.47,0.00,0.47,0.47,0.47,0.8,0.8,0.0,0.9,0.19,0.01,0.20,0.19,0.20
Youssef Msakni,MF,Tunisia,32-044,Al-Arabi SC,1990,2,2,169,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,1.2,0.29,0.34,0.62,0.29,0.62
Youssouf Fofana,MF,France,23-335,Monaco,1999,4,1,112,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.03,0.12,0.16,0.03,0.16
Youssouf Sabaly,DF,Senegal,29-281,Betis,1993,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.7,0.7,0.01,0.16,0.18,0.01,0.18
Youssoufa Moukoko,FW,Germany,18-021,Dortmund,2004,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Youstin Salas,DF,Costa Rica,26-177,Deportivo Saprissa,1996,2,0,47,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Yuki Soma,FW,Japan,25-289,Grampus,1997,1,1,81,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.21,0.00,0.21,0.21,0.21
Yunus Musah,MF,United States,20-012,Valencia,2002,4,4,343,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.08,0.02,0.11,0.08,0.11
Yuto Nagatomo,MF,Japan,36-090,FC Tokyo,1986,4,4,209,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.05,0.05,0.00,0.05
Zakaria Aboukhlal,MF,Morocco,22-296,Toulouse,2000,3,0,54,0.6,1,0,1,0,0,0,0,1.67,0.00,1.67,1.67,1.67,1.0,1.0,0.0,1.0,1.63,0.00,1.63,1.63,1.63
Álvaro Morata,FW,Spain,30-049,Atlético Madrid,1992,4,1,185,2.1,3,1,3,0,0,0,0,1.46,0.49,1.95,1.46,1.95,1.4,1.4,0.2,1.6,0.79,0.14,0.93,0.79,0.93
Álvaro Zamora,MF,Costa Rica,20-277,Deportivo Saprissa,2002,1,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Ángel Di María,MF,Argentina,34-300,Juventus,1988,4,3,225,2.5,0,1,0,0,0,0,0,0.00,0.40,0.40,0.00,0.40,0.1,0.1,0.4,0.6,0.06,0.18,0.24,0.06,0.24
Ángelo Preciado,DF,Ecuador,24-296,Genk,1998,3,3,264,2.9,0,1,0,0,0,0,0,0.00,0.34,0.34,0.00,0.34,0.1,0.1,0.4,0.5,0.02,0.14,0.17,0.02,0.17
Éder Militão,DF,Brazil,24-327,Real Madrid,1998,4,4,347,3.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.05,0.01,0.05,0.05,0.05
Óscar Duarte,DF,Costa Rica,33-191,Al-Wehda,1989,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.09,0.09,0.00,0.09
İlkay Gündoğan,MF,Germany,32-048,Manchester City,1990,3,3,189,2.1,1,0,0,1,1,0,0,0.48,0.00,0.48,0.00,0.00,1.1,0.4,0.1,0.5,0.54,0.05,0.60,0.17,0.22
